dir,change,count
results/tsweep_t09_s2/Qwen3-8B,Rsk3 -> RPS6KA2,2
results/tsweep_t09_s2/Qwen3-8B,Gmcsf -> CSF2,1
results/tsweep_t09_s2/Qwen3-8B,Jmjd3 -> KDM6B,1
results/tsweep_t09_s2/Qwen3-8B,Cox2 -> PTGS2,1
results/tsweep_t09_s2/Qwen3-8B,OPN -> SPP1,1
results/tsweep_t09_s2/Qwen3-8B,p21 -> CDKN1A,1
results/tsweep_t09_s2/Qwen3-8B,TDP-43 -> TARDBP,1
results/tsweep_t09_s2/Qwen3-8B,Pkcd -> PRRT2,1
results/tsweep_t09_s2/Qwen3-8B,Atf6α -> ATF6,1
results/tsweep_t09_s2/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/tsweep_t09_s2/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/tsweep_t09_s2/Qwen3-8B,Nox2 -> CYBB,1
results/tsweep_t09_s2/Qwen3-8B,Glut1 -> SLC2A1,2
results/tsweep_t09_s2/Qwen3-8B,miR-204-5p -> MIR-204,1
results/tsweep_t09_s2/Qwen3-8B,St2 -> IL1RL1,1
results/tsweep_t09_s2/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/tsweep_t09_s2/Qwen3-8B,PAR-1 -> F2R,1
results/tsweep_t09_s2/Qwen3-8B,PAR-2 -> F2RL1,1
results/magistral_v3_new/Magistral-Small-2509,ET-1 -> EDN1,1
results/magistral_v3_new/Magistral-Small-2509,XOR -> XDH,1
results/magistral_v3_new/Magistral-Small-2509,miR-9-5p -> MIR-9,1
results/magistral_v3_new/Magistral-Small-2509,Hic-5 -> TGFB1I1,2
results/magistral_v3_new/Magistral-Small-2509,Adenosine A3 receptor -> ADORA3,1
results/magistral_v3_new/Magistral-Small-2509,miR-10a-5p -> MIR-10A,2
results/magistral_v3_new/Magistral-Small-2509,VEGFR2 -> KDR,1
results/magistral_v3_new/Magistral-Small-2509,P53 -> TP53,1
results/magistral_v3_new/Magistral-Small-2509,Sclerostin -> SOST,3
results/magistral_v3_new/Magistral-Small-2509,Rip3 -> RIPK3,2
results/magistral_v3_new/Magistral-Small-2509,TGF beta -> TGFB1,1
results/magistral_v3_new/Magistral-Small-2509,N/A -> XK,1
results/magistral_v3_new/Magistral-Small-2509,CD59a -> CD59,1
results/magistral_v3_new/Magistral-Small-2509,Mig6 -> ERRFI1,2
results/magistral_v3_new/Magistral-Small-2509,SDF-1 -> CXCL12,2
results/magistral_v3_new/Magistral-Small-2509,IL-1 ra -> IL1RN,2
results/magistral_v3_new/Magistral-Small-2509,VEGFR-3 -> FLT4,1
results/magistral_v3_new/Magistral-Small-2509,BTZ -> CASC3,1
results/magistral_v3_new/Magistral-Small-2509,Tgf-b -> TGFB1,1
results/magistral_v3_new/Magistral-Small-2509,Zcchc6 -> TUT7,1
results/magistral_v3_new/Magistral-Small-2509,Lox1 -> OLR1,1
results/magistral_v3_new/Magistral-Small-2509,Alk5 -> TGFBR1,1
results/magistral_v3_new/Magistral-Small-2509,NCAM -> NCAM1,2
results/magistral_v3_new/Magistral-Small-2509,Nfkb -> NFKB1,1
results/magistral_v3_new/Magistral-Small-2509,Ob-Rb -> LEPR,1
results/magistral_v3_new/Magistral-Small-2509,Nrf2 -> NFE2L2,1
results/magistral_v3_new/Magistral-Small-2509,IKKε -> IKBKE,1
results/magistral_v3_new/Magistral-Small-2509,L-PGDS -> PTGDS,1
results/magistral_v3_new/Magistral-Small-2509,JNK -> MAPK8,1
results/magistral_v3_new/Magistral-Small-2509,Mig-6 -> ERRFI1,1
results/magistral_v3_new/Magistral-Small-2509,c-Fos -> FOS,1
results/magistral_v3_new/Magistral-Small-2509,Opg -> TNFRSF11B,1
results/magistral_v3_new/Magistral-Small-2509,PAR2 -> F2RL1,2
results/magistral_v3_new/Magistral-Small-2509,A20 -> TNFAIP3,1
results/magistral_v3_new/Magistral-Small-2509,Lubricin -> PRG4,2
results/magistral_v3_new/Magistral-Small-2509,Calcitonin -> CALCA,1
results/magistral_v3_new/Magistral-Small-2509,PCAF -> KAT2B,1
results/magistral_v3_new/Magistral-Small-2509,Rsk3 -> RPS6KA2,2
results/magistral_v3_new/Magistral-Small-2509,OPN -> SPP1,1
results/magistral_v3_new/Magistral-Small-2509,p21 -> CDKN1A,1
results/magistral_v3_new/Magistral-Small-2509,TDP-43 -> TARDBP,1
results/magistral_v3_new/Magistral-Small-2509,Atf6α -> ATF6,1
results/magistral_v3_new/Magistral-Small-2509,miR-181a-5p -> MIR-181A,2
results/magistral_v3_new/Magistral-Small-2509,miR-18a-3p -> MIR-18A,1
results/magistral_v3_new/Magistral-Small-2509,Glut1 -> SLC2A1,2
results/magistral_v3_new/Magistral-Small-2509,Tankyrase -> TNKS,1
results/magistral_v3_new/Magistral-Small-2509,miR-204-5p -> MIR-204,1
results/magistral_v3_new/Magistral-Small-2509,ST2 -> IL1RL1,1
results/magistral_v3_new/Magistral-Small-2509,miR-455-3p -> MIR-455,1
results/magistral_v3_new/Magistral-Small-2509,PAR-2 -> F2RL1,1
results/magistral_v3_new/Magistral-Small-2509,PAR-1 -> F2R,1
results/magi_think_v7lite/Magistral-Small-2509,ET1 -> EDN1,1
results/magi_think_v7lite/Magistral-Small-2509,XOR -> XDH,1
results/magi_think_v7lite/Magistral-Small-2509,HIC5 -> TGFB1I1,1
results/magi_think_v7lite/Magistral-Small-2509,PAR2 -> F2RL1,5
results/magi_think_v7lite/Magistral-Small-2509,RIP3 -> RIPK3,3
results/magi_think_v7lite/Magistral-Small-2509,RAGE -> AGER,1
results/magi_think_v7lite/Magistral-Small-2509,MIG6 -> ERRFI1,2
results/magi_think_v7lite/Magistral-Small-2509,VEGFR3 -> FLT4,1
results/magi_think_v7lite/Magistral-Small-2509,SDF1 -> CXCL12,1
results/magi_think_v7lite/Magistral-Small-2509,TGFB -> TGFB1,1
results/magi_think_v7lite/Magistral-Small-2509,CD11B -> ITGAM,1
results/magi_think_v7lite/Magistral-Small-2509,ZCCHC6 -> TUT7,1
results/magi_think_v7lite/Magistral-Small-2509,LOX1 -> OLR1,2
results/magi_think_v7lite/Magistral-Small-2509,IL17 -> IL17A,1
results/magi_think_v7lite/Magistral-Small-2509,ALK5 -> TGFBR1,1
results/magi_think_v7lite/Magistral-Small-2509,NCAM -> NCAM1,2
results/magi_think_v7lite/Magistral-Small-2509,NRF2 -> NFE2L2,1
results/magi_think_v7lite/Magistral-Small-2509,IKKE -> IKBKE,1
results/magi_think_v7lite/Magistral-Small-2509,LPGDS -> PTGDS,1
results/magi_think_v7lite/Magistral-Small-2509,PLA2 -> PLA2G1B,1
results/magi_think_v7lite/Magistral-Small-2509,BCATENIN -> CTNNB1,1
results/magi_think_v7lite/Magistral-Small-2509,A20 -> TNFAIP3,1
results/magi_think_v7lite/Magistral-Small-2509,PCAF -> KAT2B,1
results/magi_think_v7lite/Magistral-Small-2509,RSK3 -> RPS6KA2,3
results/magi_think_v7lite/Magistral-Small-2509,GMCSF -> CSF2,1
results/magi_think_v7lite/Magistral-Small-2509,TDP43 -> TARDBP,1
results/magi_think_v7lite/Magistral-Small-2509,NOX2 -> CYBB,2
results/magi_think_v7lite/Magistral-Small-2509,GLUT1 -> SLC2A1,2
results/magi_think_v7lite/Magistral-Small-2509,ST2 -> IL1RL1,1
results/magi_think_v7lite/Magistral-Small-2509,PAR1 -> F2R,1
results/magi_think_v1/Magistral-Small-2509,ET-1 -> EDN1,1
results/magi_think_v1/Magistral-Small-2509,miR-877-5p -> MIR-877,1
results/magi_think_v1/Magistral-Small-2509,Hyp -> PHEX,2
results/magi_think_v1/Magistral-Small-2509,XOR -> XDH,1
results/magi_think_v1/Magistral-Small-2509,miR-9-5p -> MIR-9,1
results/magi_think_v1/Magistral-Small-2509,Hic-5 -> TGFB1I1,1
results/magi_think_v1/Magistral-Small-2509,miR-10a-5p -> MIR-10A,2
results/magi_think_v1/Magistral-Small-2509,Neutrophil elastase -> ELANE,1
results/magi_think_v1/Magistral-Small-2509,PAR2 -> F2RL1,3
results/magi_think_v1/Magistral-Small-2509,TNF-alpha -> TNF,1
results/magi_think_v1/Magistral-Small-2509,Rip3 -> RIPK3,2
results/magi_think_v1/Magistral-Small-2509,RAGE -> AGER,1
results/magi_think_v1/Magistral-Small-2509,CD59a -> CD59,1
results/magi_think_v1/Magistral-Small-2509,Mig6 -> ERRFI1,1
results/magi_think_v1/Magistral-Small-2509,Vegfr3 -> FLT4,1
results/magi_think_v1/Magistral-Small-2509,SDF-1 -> CXCL12,1
results/magi_think_v1/Magistral-Small-2509,CXCR4 -> CXCR4,1
results/magi_think_v1/Magistral-Small-2509,Tgfb -> TGFB1,1
results/magi_think_v1/Magistral-Small-2509,CD11b -> ITGAM,1
results/magi_think_v1/Magistral-Small-2509,Zcchc6 -> TUT7,1
results/magi_think_v1/Magistral-Small-2509,Lox1 -> OLR1,1
results/magi_think_v1/Magistral-Small-2509,IL-1Ra -> IL1RN,2
results/magi_think_v1/Magistral-Small-2509,IL-17 -> IL17A,1
results/magi_think_v1/Magistral-Small-2509,Alk5 -> TGFBR1,1
results/magi_think_v1/Magistral-Small-2509,NCAM -> NCAM1,1
results/magi_think_v1/Magistral-Small-2509,Cbfa1 -> RUNX2,1
results/magi_think_v1/Magistral-Small-2509,NF-κB -> NFKB1,1
results/magi_think_v1/Magistral-Small-2509,Ob-Rb -> LEPR,1
results/magi_think_v1/Magistral-Small-2509,Nrf2 -> NFE2L2,1
results/magi_think_v1/Magistral-Small-2509,HDAC -> HDAC9,1
results/magi_think_v1/Magistral-Small-2509,ERRγ -> ESRRG,1
results/magi_think_v1/Magistral-Small-2509,Osm -> OSM,1
results/magi_think_v1/Magistral-Small-2509,Tnfa -> TNF,1
results/magi_think_v1/Magistral-Small-2509,IKKε -> IKBKE,1
results/magi_think_v1/Magistral-Small-2509,L-PGDS -> PTGDS,1
results/magi_think_v1/Magistral-Small-2509,Mig-6 -> ERRFI1,1
results/magi_think_v1/Magistral-Small-2509,FoxO1 -> FOXO1,5
results/magi_think_v1/Magistral-Small-2509,FoxO3 -> FOXO3,6
results/magi_think_v1/Magistral-Small-2509,FoxO4 -> FOXO4,6
results/magi_think_v1/Magistral-Small-2509,c-Fos -> FOS,1
results/magi_think_v1/Magistral-Small-2509,OPG -> TNFRSF11B,1
results/magi_think_v1/Magistral-Small-2509,Par2 -> F2RL1,1
results/magi_think_v1/Magistral-Small-2509,CCL2 -> CCL2,1
results/magi_think_v1/Magistral-Small-2509,CCR2 -> CCR2,1
results/magi_think_v1/Magistral-Small-2509,Lum -> LUM,1
results/magi_think_v1/Magistral-Small-2509,Fmod -> FMOD,1
results/magi_think_v1/Magistral-Small-2509,A20 -> TNFAIP3,1
results/magi_think_v1/Magistral-Small-2509,5-LOX -> ALOX5,1
results/magi_think_v1/Magistral-Small-2509,PCAF -> KAT2B,1
results/magi_think_v1/Magistral-Small-2509,Rsk3 -> RPS6KA2,2
results/magi_think_v1/Magistral-Small-2509,Jmjd3 -> KDM6B,1
results/magi_think_v1/Magistral-Small-2509,Apoe -> APOE,1
results/magi_think_v1/Magistral-Small-2509,S100a9 -> S100A9,1
results/magi_think_v1/Magistral-Small-2509,p21 -> CDKN1A,1
results/magi_think_v1/Magistral-Small-2509,C4S -> C4A,1
results/magi_think_v1/Magistral-Small-2509,TDP-43 -> TARDBP,1
results/magi_think_v1/Magistral-Small-2509,PKCδ -> PRRT2,1
results/magi_think_v1/Magistral-Small-2509,Atf6α -> ATF6,1
results/magi_think_v1/Magistral-Small-2509,miR-181a-5p -> MIR-181A,2
results/magi_think_v1/Magistral-Small-2509,miR-18a-3p -> MIR-18A,1
results/magi_think_v1/Magistral-Small-2509,Nox2 -> CYBB,1
results/magi_think_v1/Magistral-Small-2509,BMP-4 -> BMP4,1
results/magi_think_v1/Magistral-Small-2509,sFlt-1 -> SFLT1,1
results/magi_think_v1/Magistral-Small-2509,Glut1 -> SLC2A1,2
results/magi_think_v1/Magistral-Small-2509,Tankyrase -> TNKS,2
results/magi_think_v1/Magistral-Small-2509,Chondroitin sulfate -> CHONDROITINSULFATE,2
results/magi_think_v1/Magistral-Small-2509,Glucosamine sulfate -> GLUCOSAMINESULFATE,1
results/magi_think_v1/Magistral-Small-2509,Glucosamine hydrochloride -> GLUCOSAMINEHYDROCHLORIDE,1
results/magi_think_v1/Magistral-Small-2509,IL-33 -> IL33,1
results/magi_think_v1/Magistral-Small-2509,ST2 -> IL1RL1,1
results/magi_think_v1/Magistral-Small-2509,Akt -> AKT1,1
results/magi_think_v1/Magistral-Small-2509,miR-455-3p -> MIR-455,1
results/magi_think_v1/Magistral-Small-2509,Adamts4 -> ADAMTS4,1
results/magi_think_v1/Magistral-Small-2509,Adamts5 -> ADAMTS5,1
results/magi_think_v1/Magistral-Small-2509,PAR-2 -> F2RL1,1
results/magi_think_v1/Magistral-Small-2509,PAR-1 -> F2R,1
results/tsweep_t03_s1/Qwen3-8B,ET1 -> EDN1,1
results/tsweep_t03_s1/Qwen3-8B,miR-877-5p -> MIR-877,1
results/tsweep_t03_s1/Qwen3-8B,XOR -> XDH,1
results/tsweep_t03_s1/Qwen3-8B,miR-9-5p -> MIR-9,1
results/tsweep_t03_s1/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/tsweep_t03_s1/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/tsweep_t03_s1/Qwen3-8B,Par2 -> F2RL1,1
results/tsweep_t03_s1/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/tsweep_t03_s1/Qwen3-8B,Rip3 -> RIPK3,1
results/tsweep_t03_s1/Qwen3-8B,RIP3 -> RIPK3,1
results/tsweep_t03_s1/Qwen3-8B,RAGE -> AGER,1
results/tsweep_t03_s1/Qwen3-8B,CD59a -> CD59,1
results/tsweep_t03_s1/Qwen3-8B,Mig6 -> ERRFI1,2
results/tsweep_t03_s1/Qwen3-8B,SDF-1 -> CXCL12,2
results/tsweep_t03_s1/Qwen3-8B,IL1RA -> IL1RN,1
results/tsweep_t03_s1/Qwen3-8B,TGF-β -> TGFB1,1
results/tsweep_t03_s1/Qwen3-8B,Cd11b -> ITGAM,1
results/tsweep_t03_s1/Qwen3-8B,ZCCHC6 -> TUT7,1
results/tsweep_t03_s1/Qwen3-8B,LOX-1 -> OLR1,1
results/tsweep_t03_s1/Qwen3-8B,Il17 -> IL17A,1
results/tsweep_t03_s1/Qwen3-8B,Alk5 -> TGFBR1,1
results/tsweep_t03_s1/Qwen3-8B,NCAM -> NCAM1,2
results/tsweep_t03_s1/Qwen3-8B,NF-κB -> NFKB1,1
results/tsweep_t03_s1/Qwen3-8B,Ob-Rb -> LEPR,1
results/tsweep_t03_s1/Qwen3-8B,Nrf2 -> NFE2L2,1
results/tsweep_t03_s1/Qwen3-8B,IKKε -> IKBKE,1
results/tsweep_t03_s1/Qwen3-8B,L-PGDS -> PTGDS,1
results/tsweep_t03_s1/Qwen3-8B,PLA2 -> PLA2G1B,1
results/tsweep_t03_s1/Qwen3-8B,c-Fos -> FOS,1
results/tsweep_t03_s1/Qwen3-8B,Opg -> TNFRSF11B,1
results/tsweep_t03_s1/Qwen3-8B,PAR2 -> F2RL1,1
results/tsweep_t03_s1/Qwen3-8B,Perf -> FABP9,1
results/tsweep_t03_s1/Qwen3-8B,A20 -> TNFAIP3,1
results/tsweep_t03_s1/Qwen3-8B,PCAF -> KAT2B,1
results/tsweep_t03_s1/Qwen3-8B,RSK3 -> RPS6KA2,1
results/tsweep_t03_s1/Qwen3-8B,Gmcsf -> CSF2,1
results/tsweep_t03_s1/Qwen3-8B,Jmjd3 -> KDM6B,1
results/tsweep_t03_s1/Qwen3-8B,Cox2 -> PTGS2,1
results/tsweep_t03_s1/Qwen3-8B,p21 -> CDKN1A,1
results/tsweep_t03_s1/Qwen3-8B,TDP-43 -> TARDBP,1
results/tsweep_t03_s1/Qwen3-8B,Pkcδ -> PRRT2,1
results/tsweep_t03_s1/Qwen3-8B,Atf6α -> ATF6,1
results/tsweep_t03_s1/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/tsweep_t03_s1/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/tsweep_t03_s1/Qwen3-8B,Nox2 -> CYBB,1
results/tsweep_t03_s1/Qwen3-8B,Glut1 -> SLC2A1,2
results/tsweep_t03_s1/Qwen3-8B,Tankyrase -> TNKS,1
results/tsweep_t03_s1/Qwen3-8B,miR-204-5p -> MIR-204,1
results/tsweep_t03_s1/Qwen3-8B,St2 -> IL1RL1,1
results/tsweep_t03_s1/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/tsweep_t03_s1/Qwen3-8B,PAR-1 -> F2R,1
results/tsweep_t03_s1/Qwen3-8B,PAR-2 -> F2RL1,1
results/psweep_v6full/Qwen3-8B,ET1 -> EDN1,1
results/psweep_v6full/Qwen3-8B,ETB -> EDNRB,1
results/psweep_v6full/Qwen3-8B,XOR -> XDH,1
results/psweep_v6full/Qwen3-8B,HIC5 -> TGFB1I1,1
results/psweep_v6full/Qwen3-8B,PAR2 -> F2RL1,6
results/psweep_v6full/Qwen3-8B,NEUTROPHIL ELASTASE -> ELANE,2
results/psweep_v6full/Qwen3-8B,SCLEROSTIN -> SOST,3
results/psweep_v6full/Qwen3-8B,RIP3 -> RIPK3,3
results/psweep_v6full/Qwen3-8B,MIG6 -> ERRFI1,5
results/psweep_v6full/Qwen3-8B,VEGFR3 -> FLT4,1
results/psweep_v6full/Qwen3-8B,BTZ -> CASC3,1
results/psweep_v6full/Qwen3-8B,SDF1 -> CXCL12,1
results/psweep_v6full/Qwen3-8B,CD11B -> ITGAM,2
results/psweep_v6full/Qwen3-8B,ZCCHC6 -> TUT7,1
results/psweep_v6full/Qwen3-8B,LOX1 -> OLR1,2
results/psweep_v6full/Qwen3-8B,IL17 -> IL17A,1
results/psweep_v6full/Qwen3-8B,ALK5 -> TGFBR1,1
results/psweep_v6full/Qwen3-8B,NCAM -> NCAM1,2
results/psweep_v6full/Qwen3-8B,TENASCINC -> TNC,5
results/psweep_v6full/Qwen3-8B,ERRG -> ESRRG,2
results/psweep_v6full/Qwen3-8B,IKKε -> IKBKE,6
results/psweep_v6full/Qwen3-8B,L-PGDS -> PTGDS,1
results/psweep_v6full/Qwen3-8B,CFOS -> FOS,2
results/psweep_v6full/Qwen3-8B,OPG -> TNFRSF11B,1
results/psweep_v6full/Qwen3-8B,CJUN -> JUN,1
results/psweep_v6full/Qwen3-8B,A20 -> TNFAIP3,1
results/psweep_v6full/Qwen3-8B,LUBRICIN -> PRG4,2
results/psweep_v6full/Qwen3-8B,PCAF -> KAT2B,1
results/psweep_v6full/Qwen3-8B,RSK3 -> RPS6KA2,2
results/psweep_v6full/Qwen3-8B,AKT -> AKT1,1
results/psweep_v6full/Qwen3-8B,Jmjd3 -> KDM6B,1
results/psweep_v6full/Qwen3-8B,OPN -> SPP1,2
results/psweep_v6full/Qwen3-8B,PI3K -> PIK3CA,1
results/psweep_v6full/Qwen3-8B,TDP43 -> TARDBP,1
results/psweep_v6full/Qwen3-8B,PKCδ -> PRRT2,1
results/psweep_v6full/Qwen3-8B,ATF6A -> ATF6,1
results/psweep_v6full/Qwen3-8B,NOX2 -> CYBB,2
results/psweep_v6full/Qwen3-8B,GLUT1 -> SLC2A1,3
results/psweep_v6full/Qwen3-8B,ST2 -> IL1RL1,1
results/psweep_v6full/Qwen3-8B,MIR-455-3P -> MIR-455,1
results/tsweep_t06_s1/Qwen3-8B,ET1 -> EDN1,1
results/tsweep_t06_s1/Qwen3-8B,miR-877-5p -> MIR-877,1
results/tsweep_t06_s1/Qwen3-8B,XOR -> XDH,1
results/tsweep_t06_s1/Qwen3-8B,miR-9-5p -> MIR-9,1
results/tsweep_t06_s1/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/tsweep_t06_s1/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/tsweep_t06_s1/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/tsweep_t06_s1/Qwen3-8B,PAR2 -> F2RL1,2
results/tsweep_t06_s1/Qwen3-8B,Rip3 -> RIPK3,2
results/tsweep_t06_s1/Qwen3-8B,ASC -> PYCARD,1
results/tsweep_t06_s1/Qwen3-8B,Rage -> AGER,1
results/tsweep_t06_s1/Qwen3-8B,CD59a -> CD59,1
results/tsweep_t06_s1/Qwen3-8B,Mig6 -> ERRFI1,2
results/tsweep_t06_s1/Qwen3-8B,SDF-1 -> CXCL12,3
results/tsweep_t06_s1/Qwen3-8B,IL1Ra -> IL1RN,1
results/tsweep_t06_s1/Qwen3-8B,VEGFR-3 -> FLT4,1
results/tsweep_t06_s1/Qwen3-8B,TGF-β -> TGFB1,1
results/tsweep_t06_s1/Qwen3-8B,Cd11b -> ITGAM,1
results/tsweep_t06_s1/Qwen3-8B,CD11b -> ITGAM,1
results/tsweep_t06_s1/Qwen3-8B,ZCCHC6 -> TUT7,1
results/tsweep_t06_s1/Qwen3-8B,LOX-1 -> OLR1,1
results/tsweep_t06_s1/Qwen3-8B,Il17 -> IL17A,1
results/tsweep_t06_s1/Qwen3-8B,Il1ra -> IL1RN,1
results/tsweep_t06_s1/Qwen3-8B,Alk5 -> TGFBR1,1
results/tsweep_t06_s1/Qwen3-8B,NCAM -> NCAM1,1
results/tsweep_t06_s1/Qwen3-8B,NF-κB -> NFKB1,1
results/tsweep_t06_s1/Qwen3-8B,Tncc -> TNC,2
results/tsweep_t06_s1/Qwen3-8B,Ob-Rb -> LEPR,1
results/tsweep_t06_s1/Qwen3-8B,Nrf2 -> NFE2L2,1
results/tsweep_t06_s1/Qwen3-8B,TNFalpha -> TNF,1
results/tsweep_t06_s1/Qwen3-8B,IKKε -> IKBKE,1
results/tsweep_t06_s1/Qwen3-8B,L-PGDS -> PTGDS,1
results/tsweep_t06_s1/Qwen3-8B,PLA2 -> PLA2G1B,1
results/tsweep_t06_s1/Qwen3-8B,Opg -> TNFRSF11B,1
results/tsweep_t06_s1/Qwen3-8B,Perf -> FABP9,1
results/tsweep_t06_s1/Qwen3-8B,A20 -> TNFAIP3,1
results/tsweep_t06_s1/Qwen3-8B,Lubricin -> PRG4,1
results/tsweep_t06_s1/Qwen3-8B,PCAF -> KAT2B,1
results/tsweep_t06_s1/Qwen3-8B,Rsk3 -> RPS6KA2,1
results/tsweep_t06_s1/Qwen3-8B,Gmcsf -> CSF2,1
results/tsweep_t06_s1/Qwen3-8B,Jmjd3 -> KDM6B,1
results/tsweep_t06_s1/Qwen3-8B,Cox2 -> PTGS2,1
results/tsweep_t06_s1/Qwen3-8B,OPN -> SPP1,1
results/tsweep_t06_s1/Qwen3-8B,TDP-43 -> TARDBP,1
results/tsweep_t06_s1/Qwen3-8B,Pkcδ -> PRRT2,1
results/tsweep_t06_s1/Qwen3-8B,Atf6α -> ATF6,1
results/tsweep_t06_s1/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/tsweep_t06_s1/Qwen3-8B,Mir18a-3p -> MIR-18A,1
results/tsweep_t06_s1/Qwen3-8B,Nox2 -> CYBB,1
results/tsweep_t06_s1/Qwen3-8B,Glut1 -> SLC2A1,2
results/tsweep_t06_s1/Qwen3-8B,miR-204-5p -> MIR-204,1
results/tsweep_t06_s1/Qwen3-8B,St2 -> IL1RL1,1
results/tsweep_t06_s1/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/tsweep_t06_s1/Qwen3-8B,PAR-2 -> F2RL1,1
results/tsweep_t06_s1/Qwen3-8B,PAR-1 -> F2R,1
results/simple_36/Qwen3.6-27B,ET-1 -> EDN1,1
results/simple_36/Qwen3.6-27B,miR-877-5p -> MIR-877,1
results/simple_36/Qwen3.6-27B,Hyp -> PHEX,1
results/simple_36/Qwen3.6-27B,XOR -> XDH,1
results/simple_36/Qwen3.6-27B,miR-9-5p -> MIR-9,1
results/simple_36/Qwen3.6-27B,Hic-5 -> TGFB1I1,1
results/simple_36/Qwen3.6-27B,Adenosine A3 receptor -> ADORA3,1
results/simple_36/Qwen3.6-27B,miR-10a-5p -> MIR-10A,2
results/simple_36/Qwen3.6-27B,TNF-alpha -> TNF,1
results/simple_36/Qwen3.6-27B,Sclerostin -> SOST,3
results/simple_36/Qwen3.6-27B,Rip3 -> RIPK3,2
results/simple_36/Qwen3.6-27B,RIP3 -> RIPK3,1
results/simple_36/Qwen3.6-27B,RAGE -> AGER,1
results/simple_36/Qwen3.6-27B,S-DCs -> SDC1,1
results/simple_36/Qwen3.6-27B,CD59a -> CD59,1
results/simple_36/Qwen3.6-27B,Mig6 -> ERRFI1,1
results/simple_36/Qwen3.6-27B,SDF-1 -> CXCL12,2
results/simple_36/Qwen3.6-27B,IL1RA -> IL1RN,1
results/simple_36/Qwen3.6-27B,VEGFR3 -> FLT4,1
results/simple_36/Qwen3.6-27B,TGF-β -> TGFB1,1
results/simple_36/Qwen3.6-27B,CD11b -> ITGAM,1
results/simple_36/Qwen3.6-27B,Zcchc6 -> TUT7,1
results/simple_36/Qwen3.6-27B,LOX-1 -> OLR1,1
results/simple_36/Qwen3.6-27B,IL-17 -> IL17A,1
results/simple_36/Qwen3.6-27B,IL-1Ra -> IL1RN,1
results/simple_36/Qwen3.6-27B,Alk5 -> TGFBR1,1
results/simple_36/Qwen3.6-27B,NCAM -> NCAM1,1
results/simple_36/Qwen3.6-27B,NF-κB -> NFKB1,1
results/simple_36/Qwen3.6-27B,Ob-Rb -> LEPR,1
results/simple_36/Qwen3.6-27B,Nrf2 -> NFE2L2,1
results/simple_36/Qwen3.6-27B,IKKε -> IKBKE,1
results/simple_36/Qwen3.6-27B,L-PGDS -> PTGDS,1
results/simple_36/Qwen3.6-27B,H2 -> FGFR1,1
results/simple_36/Qwen3.6-27B,Mig-6 -> ERRFI1,1
results/simple_36/Qwen3.6-27B,c-Fos -> FOS,1
results/simple_36/Qwen3.6-27B,β-catenin -> CTNNB1,1
results/simple_36/Qwen3.6-27B,Opg -> TNFRSF11B,1
results/simple_36/Qwen3.6-27B,PAR2 -> F2RL1,2
results/simple_36/Qwen3.6-27B,Perf -> FABP9,1
results/simple_36/Qwen3.6-27B,Galectin-3 -> LGALS3,1
results/simple_36/Qwen3.6-27B,A20 -> TNFAIP3,1
results/simple_36/Qwen3.6-27B,Calcitonin -> CALCA,1
results/simple_36/Qwen3.6-27B,PCAF -> KAT2B,1
results/simple_36/Qwen3.6-27B,RSK3 -> RPS6KA2,2
results/simple_36/Qwen3.6-27B,Jmjd3 -> KDM6B,1
results/simple_36/Qwen3.6-27B,Cox2 -> PTGS2,1
results/simple_36/Qwen3.6-27B,OPN -> SPP1,1
results/simple_36/Qwen3.6-27B,p21 -> CDKN1A,1
results/simple_36/Qwen3.6-27B,TDP-43 -> TARDBP,1
results/simple_36/Qwen3.6-27B,PKCδ -> PRRT2,1
results/simple_36/Qwen3.6-27B,Atf6α -> ATF6,1
results/simple_36/Qwen3.6-27B,miR-181a-5p -> MIR-181A,2
results/simple_36/Qwen3.6-27B,miR-18a-3p -> MIR-18A,1
results/simple_36/Qwen3.6-27B,Nox2 -> CYBB,1
results/simple_36/Qwen3.6-27B,Vegf -> VEGFA,1
results/simple_36/Qwen3.6-27B,Glut1 -> SLC2A1,2
results/simple_36/Qwen3.6-27B,Tankyrase -> TNKS,2
results/simple_36/Qwen3.6-27B,miR-204-5p -> MIR-204,1
results/simple_36/Qwen3.6-27B,ST2 -> IL1RL1,1
results/simple_36/Qwen3.6-27B,miR-455-3p -> MIR-455,1
results/simple_36/Qwen3.6-27B,PAR-2 -> F2RL1,1
results/simple_36/Qwen3.6-27B,PAR-1 -> F2R,1
results/psweep_v4/Qwen3-8B,ET1 -> EDN1,1
results/psweep_v4/Qwen3-8B,miR-877-5p -> MIR-877,1
